0,Any
1,10.0.0.128/255.0.0.192
10,10.100.70.160/255.254.255.252
100,71.129.45.34/255.255.255.255
1000,10.101.70.14/255.255.255.255
1001,71.129.45.34/255.255.255.255
1003,214.129.195.128/255.255.255.128
1004,214.128.173.128/255.255.255.128
1007,10.101.193.0/255.255.255.0
1008,10.0.0.128/255.0.0.192
1009,10.0.0.128/255.0.0.192
101,10.101.70.14/255.255.255.255
1010,10.101.70.14/255.255.255.255
1011,214.129.254.128/255.255.255.128
1012,10.100.52.0/24;10.100.54.0/24;10.100.56.0/24;10.100.58.0/24;10.100.60.0/24
1013,10.100.52.0/24;10.100.54.0/24;10.100.56.0/24;10.100.58.0/24;10.100.60.0/24
1014,10.100.52.0/255.255.255.0
1015,10.101.187.0/255.255.255.0
1016,10.100.241.0/255.255.255.0
1018,20.1.3.2/255.255.255.255
102,71.129.45.34/255.255.255.255
1020,214.128.245.128/255.255.255.128
1021,10.101.72.10/255.255.255.254
1022,10.100.70.160/255.254.255.252
1023,91.199.100.249/255.255.255.255
1024,10.0.0.128/255.0.0.192
1025,10.100.70.160/255.254.255.252
1026,10.100.70.160/255.254.255.252
1027,192.168.1.251/32;192.168.1.252/32
1028,10.101.70.14/255.255.255.255
1029,71.129.45.34/255.255.255.255
103,10.101.70.14/255.255.255.255
1030,214.128.15.128/255.255.255.128
1031,10.101.250.0/255.255.255.0
1032,10.0.0.128/255.0.0.192
1033,214.128.67.128/255.255.255.128
1035,10.101.72.10/255.255.255.254
1036,10.101.70.14/255.255.255.255
1037,214.129.187.128/255.255.255.128
1039,10.0.0.192/255.0.0.192
104,10.101.72.10/255.255.255.254
1041,10.100.70.160/255.254.255.252
1042,10.101.70.14/255.255.255.255
1043,10.101.70.14/255.255.255.255
1044,10.101.70.14/255.255.255.255
1045,10.100.51.0/24;10.100.53.0/24;10.100.55.0/24;10.100.57.0/24;10.100.59.0/24
1046,214.128.244.128/255.255.255.128
1047,10.101.221.0/255.255.255.0
1049,71.129.45.34/255.255.255.255
105,10.100.51.0/24;10.100.53.0/24;10.100.55.0/24;10.100.57.0/24;10.100.59.0/24
1050,10.0.0.128/255.0.0.192
1051,87.238.137.159/255.255.255.255
1053,214.128.171.128/255.255.255.128
1054,10.100.70.160/255.254.255.252
1055,10.101.72.10/255.255.255.254
1056,71.129.45.34/255.255.255.255
1057,10.200.1.100/255.255.255.255
1058,10.100.51.0/24;10.100.53.0/24;10.100.55.0/24;10.100.57.0/24;10.100.59.0/24
1059,10.10.253.13/255.255.255.255
106,10.100.51.0/24;10.100.53.0/24;10.100.55.0/24;10.100.57.0/24;10.100.59.0/24
1060,214.129.124.128/255.255.255.128
1061,10.101.72.10/255.255.255.254
1062,71.129.45.34/255.255.255.255
1064,10.100.52.0/24;10.100.54.0/24;10.100.56.0/24;10.100.58.0/24;10.100.60.0/24
1065,10.101.233.0/255.255.255.0
1066,10.0.0.128/255.0.0.192
1067,10.101.70.14/255.255.255.255
1068,10.101.72.10/255.255.255.254
1069,172.16.30.0/255.255.255.0
107,214.129.156.128/255.255.255.128
1070,10.0.0.192/255.0.0.192
1071,10.101.72.10/255.255.255.254
1073,10.101.72.10/255.255.255.254
1074,10.200.1.100/255.255.255.255
1075,10.101.72.10/255.255.255.254
1076,172.16.40.50/255.255.255.255
1077,10.100.70.160/255.254.255.252
1078,10.101.70.14/255.255.255.255
108,10.100.70.160/255.254.255.252
